,number of tracts,mean length(mm),span(mm),curl,elongation,diameter(mm),volume(mm^3),trunk volume(mm^3),branch volume(mm^3),total surface area(mm^2),total radius of end regions(mm),total area of end regions(mm^2),irregularity,area of end region 1(mm^2),radius of end region 1(mm),irregularity of end region 1,area of end region 2(mm^2),radius of end region 2(mm),irregularity of end region 2,qa,nqa,jdet,dti_fa,md,ad,rd,gfa,iso,rdi,nrdi02L,nrdi04L,nrdi06L,odf,laterality,r1_voxel counts,r1_volume (mm^3),r1_center x,r1_center y,r1_center z,r1_qa,r1_nqa,r1_jdet,r1_dti_fa,r1_md,r1_ad,r1_rd,r1_gfa,r1_iso,r1_rdi,r1_nrdi02L,r1_nrdi04L,r1_nrdi06L,r1_odf,r2_voxel counts,r2_volume (mm^3),r2_center x,r2_center y,r2_center z,r2_qa,r2_nqa,r2_jdet,r2_dti_fa,r2_md,r2_ad,r2_rd,r2_gfa,r2_iso,r2_rdi,r2_nrdi02L,r2_nrdi04L,r2_nrdi06L,r2_odf
38-39.sub-CC00066XX09.ses-19200.R71,232.0,75.3272,48.1392,1.56478,17.1179,4.40048,1145.62,0.0,1145.62,10239.2,22.3143,40.25,9.83255,27.5,13.2046,19.919,12.75,9.10967,20.4477,0.0746552,0.0843041,0.83993,0.0886901,1.20507,1.30807,1.15357,0.0505164,0.410973,0.203373,0.311759,0.151938,0.0545188,0.447678,Left,110.0,55.0,202.118,84.0091,93.4545,0.00870854,0.00983407,0.728679,0.013089,0.386316,0.394119,0.382415,0.067387,0.0343078,0.0192104,0.0278877,0.0132576,0.00484519,0.305591,51.0,25.5,133.059,85.8039,156.824,0.00905441,0.0102246,1.17957,0.00956546,0.57251,0.577213,0.570159,0.196601,0.0140793,0.0078204,0.0138359,0.00749393,0.00353266,0.307442
38-39.sub-CC00075XX10.ses-28400.R68,253.0,62.3355,40.2513,1.54866,11.8347,5.26717,1358.25,235.875,1122.38,10283.0,24.5911,59.25,9.96913,23.75,12.6805,21.2695,35.5,11.9107,12.5543,0.0789346,0.10708,0.691353,0.0679227,1.29768,1.38022,1.2564,0.0508863,0.418208,0.199016,0.32673,0.165648,0.0618515,0.447678,Left,95.0,47.5,199.042,94.9158,114.768,0.0121232,0.0164458,0.816448,0.011792,0.927499,0.93807,0.922213,0.13916,0.0553364,0.0250492,0.0454582,0.0248251,0.0108798,0.305591,142.0,71.0,134.746,109.958,160.38,0.012392,0.0168104,0.97883,0.0114025,1.06756,1.08054,1.06107,0.0599332,0.0873141,0.0362222,0.07052,0.0400935,0.0186734,0.307442
38-39.sub-CC00126XX11.ses-43100.R64,34.0,76.138,48.9855,1.5543,29.0951,2.61687,409.5,59.25,350.25,5259.75,32.2017,11.25,8.40297,6.25,17.0547,146.204,5.0,15.147,144.157,0.0666464,0.0871158,0.979571,0.0602232,1.30853,1.38036,1.27262,0.0395659,0.420247,0.196689,0.325738,0.166424,0.0633877,0.447678,Left,25.0,12.5,195.24,73.28,93.2,0.0113827,0.0148787,0.829801,0.0106509,0.701911,0.711382,0.697176,0.0497789,0.0544634,0.0245447,0.0444163,0.0242235,0.0105894,0.305591,20.0,10.0,124.2,90.75,155.25,0.0117508,0.0153599,1.3024,0.0132443,1.03256,1.04507,1.0263,0.0540003,0.10312,0.0414063,0.0828666,0.0476845,0.022394,0.307442
38-39.sub-CC00126XX11.ses-43100.R67,40.0,73.4972,52.3868,1.40297,26.2435,2.80059,452.75,0.0,452.75,5689.5,23.2235,12.5,8.79842,7.0,12.6507,71.8259,5.5,10.5728,63.8506,0.0626912,0.0831094,1.00349,0.057049,1.34245,1.41225,1.30754,0.0395946,0.39203,0.182099,0.305046,0.15708,0.0607093,0.447678,Left,28.0,14.0,195.214,73.8571,94.9286,0.0101687,0.0134806,1.01228,0.00841048,0.989962,0.998624,0.985631,0.0655412,0.0688285,0.0285137,0.0561884,0.0321993,0.0152262,0.305591,22.0,11.0,124.227,108.182,158.5,0.0114925,0.0152355,1.36296,0.0105701,1.28623,1.29934,1.27967,0.0249742,0.146206,0.0580042,0.115748,0.0661996,0.0304368,0.307442
38-39.sub-CC00143AN12.ses-47501.R67,126.0,57.49,44.7899,1.28355,14.9188,3.85353,670.5,247.875,422.625,5608.75,14.4316,37.0,8.05871,15.75,6.14748,7.53814,21.25,8.28413,10.1458,0.0811564,0.11475,0.81398,0.0645507,1.28473,1.35995,1.24712,0.0481235,0.433917,0.20546,0.339889,0.173181,0.0652126,0.447678,Left,63.0,31.5,197.222,93.0476,119.016,0.0125406,0.0177316,0.868749,0.0182575,0.566932,0.579002,0.560897,0.147228,0.0453046,0.0228873,0.0362015,0.0180628,0.00678831,0.305591,85.0,42.5,126.188,115.824,162.765,0.0112473,0.015903,1.11929,0.0103126,0.975736,0.986578,0.970315,0.0586851,0.0748479,0.0309589,0.0609773,0.0347521,0.0160605,0.307442
38-39.sub-CC00143BN12.ses-47600.R62,36.0,62.2953,47.6796,1.30654,22.8429,2.72711,363.875,0.0,363.875,5039.25,25.4397,13.25,9.44185,6.0,13.3682,93.5711,7.25,12.0716,63.1449,0.0610312,0.0874895,0.925635,0.0372404,1.36453,1.41162,1.341,0.0355553,0.420539,0.189765,0.329189,0.172589,0.067805,0.447678,Left,24.0,12.0,201.792,97.6667,107.708,0.0105674,0.0151486,0.809735,0.0106394,0.841958,0.850817,0.837528,0.0634466,0.0694724,0.0300038,0.0560676,0.0308248,0.0132485,0.305591,29.0,14.5,128.828,106.724,161.138,0.0127657,0.0182999,1.15675,0.0111654,1.09242,1.10424,1.08651,0.0734342,0.077063,0.0311433,0.0640701,0.0373419,0.0178344,0.307442
38-39.sub-CC00145XX14.ses-48100.R69,157.0,65.9262,50.5042,1.30536,15.4033,4.28001,948.5,269.25,679.25,8868.5,18.0002,35.0,10.0046,22.0,9.76601,13.6195,13.0,8.23419,16.3851,0.0819869,0.0957906,0.855393,0.0541868,1.28027,1.34676,1.24702,0.0450488,0.450716,0.2138,0.350527,0.177934,0.0670839,0.447678,Left,88.0,44.0,201.864,87.7955,108.08,0.00931272,0.0108806,0.811456,0.0103159,0.636227,0.642623,0.63303,0.0547853,0.0544025,0.0222896,0.0461459,0.0270001,0.0129581,0.305591,52.0,26.0,119.096,103.019,160.404,0.0107401,0.0125483,1.31143,0.0110428,0.828925,0.838017,0.824379,0.0994142,0.0375492,0.0174805,0.0318598,0.0179216,0.00885121,0.307442
38-39.sub-CC00164XX08.ses-54000.R65,48.0,80.8191,49.0016,1.64932,24.3023,3.32557,702.0,72.5,629.5,8487.75,28.6148,17.25,10.0522,9.5,13.0472,56.294,7.75,15.5676,98.2409,0.0842354,0.109628,0.890072,0.0862154,1.16826,1.27034,1.11721,0.0504362,0.432896,0.211768,0.333927,0.165388,0.0601775,0.447678,Left,38.0,19.0,200.5,78.6053,99.0,0.0101438,0.0132016,0.557615,0.00931746,0.60296,0.610509,0.599186,0.0335797,0.0528283,0.0226085,0.0435608,0.0245748,0.0112493,0.305591,31.0,15.5,130.742,93.5806,158.935,0.0104593,0.0136123,1.24907,0.0102885,0.769838,0.777178,0.766168,0.0818153,0.030478,0.0136732,0.027344,0.0157459,0.00745915,0.307442
38-39.sub-CC00164XX08.ses-54000.R70,24.0,67.5276,45.4739,1.48497,27.0662,2.4949,330.125,0.0,330.125,4741.5,31.6965,8.5,8.95841,4.5,15.0823,158.808,4.0,16.6142,216.795,0.0855499,0.113615,0.85296,0.0768362,1.31986,1.41167,1.27395,0.0463671,0.453776,0.216477,0.355695,0.180719,0.0681151,0.447678,Left,18.0,9.0,198.5,82.1667,99.7222,0.00985549,0.0130887,0.89853,0.00995466,0.895507,0.905073,0.890725,0.0961309,0.0898035,0.0350456,0.0730964,0.0428827,0.0206003,0.305591,16.0,8.0,143.062,107.625,157.75,0.0125043,0.0166065,1.25875,0.0118051,1.14159,1.15467,1.13506,0.0706583,0.112705,0.047263,0.0892899,0.0496568,0.02202,0.307442
38-39.sub-CC00204XX06.ses-69900.R69,156.0,67.47,46.1412,1.46225,15.6443,4.31276,985.625,198.625,787.0,8765.25,26.2435,37.75,9.58844,18.25,12.0075,24.8193,19.5,14.236,32.6507,0.0851252,0.103899,0.759868,0.0843597,1.24903,1.34803,1.19951,0.0497565,0.427332,0.206938,0.332656,0.166538,0.0611782,0.447678,Left,73.0,36.5,200.493,88.7123,104.205,0.0113231,0.0138203,0.803184,0.0106358,0.792914,0.801664,0.788539,0.0917041,0.0603426,0.0261541,0.0496736,0.0277426,0.0124249,0.305591,78.0,39.0,131.013,101.154,158.026,0.0112108,0.0136833,0.963221,0.0105949,0.896348,0.906466,0.891289,0.110301,0.056424,0.0233988,0.047789,0.0277541,0.0131793,0.307442
38-39.sub-CC00257XX10.ses-84700.R66,81.0,58.0562,40.0858,1.4483,16.6764,3.48134,552.625,83.25,469.375,5396.75,19.4129,28.75,8.49939,14.25,8.63618,16.4429,14.5,10.7767,25.1625,0.0698973,0.0845166,0.868645,0.0548108,1.27716,1.34077,1.24535,0.0428312,0.417729,0.195286,0.326362,0.167337,0.0636164,0.447678,Left,57.0,28.5,198.667,97.9649,119.93,0.0109316,0.013218,0.777267,0.012156,0.667324,0.676609,0.662681,0.089105,0.058895,0.0258691,0.0478964,0.0263142,0.0114176,0.305591,58.0,29.0,135.483,111.483,162.5,0.0109433,0.013232,1.01742,0.0112905,0.994997,1.006,0.989497,0.0556786,0.0817321,0.0330048,0.0667734,0.0384756,0.0179028,0.307442
38-39.sub-CC00334XX13.ses-106100.R62,93.0,76.4372,49.3788,1.54797,20.6334,3.70453,823.875,295.875,528.0,7584.75,30.1509,21.5,8.52616,13.5,18.9541,83.603,8.0,11.1968,49.2318,0.0778212,0.10749,0.781165,0.0583297,1.33464,1.40849,1.29772,0.0426382,0.495535,0.236082,0.379742,0.190502,0.0706539,0.447678,Left,54.0,27.0,140.278,90.2778,158.481,0.0143543,0.0198268,0.526373,0.0151501,0.429041,0.43833,0.424397,0.0694044,0.0219502,0.0145249,0.0184498,0.00807918,0.00294272,0.305591,32.0,16.0,202.938,83.3438,90.8438,0.010433,0.0144105,0.449142,0.00870612,0.656725,0.666119,0.652028,0.0374387,0.0427513,0.018802,0.0363292,0.0207469,0.00996277,0.307442
38-39.sub-CC00334XX13.ses-106100.R68,36.0,64.5822,45.6332,1.41525,22.8835,2.82221,404.0,36.625,367.375,5679.25,26.607,14.0,9.91834,6.25,9.32062,43.6676,7.75,17.2864,121.132,0.0700902,0.0976208,0.842196,0.0561991,1.28038,1.34716,1.24698,0.040441,0.470394,0.221524,0.362101,0.183335,0.0686798,0.447678,Left,25.0,12.5,200.2,82.32,106.0,0.00881592,0.0122787,0.71204,0.0146207,0.355002,0.36156,0.351722,0.11025,0.0361975,0.0168618,0.0299429,0.0159857,0.00655103,0.305591,31.0,15.5,125.839,83.3871,153.097,0.010675,0.014868,1.03541,0.00976416,0.684574,0.692097,0.680813,0.121396,0.032117,0.0151905,0.0277586,0.0155473,0.00751416,0.307442
38-39.sub-CC00355XX09.ses-112600.R69,25.0,75.8293,49.6866,1.52615,28.9139,2.62259,409.625,0.0,409.625,5890.0,28.6723,10.0,9.42755,4.25,10.0092,74.0559,5.75,18.6631,190.304,0.0756652,0.107006,0.856637,0.0581201,1.26204,1.33177,1.22718,0.0437186,0.468302,0.224369,0.359264,0.17982,0.0666178,0.447678,Left,17.0,8.5,200.294,77.0,96.1176,0.00836956,0.0118362,0.788109,0.0117522,0.473882,0.481593,0.470026,0.0802128,0.0242879,0.0141563,0.0241053,0.012783,0.00550488,0.305591,23.0,11.5,125.957,89.4348,155.261,0.0102777,0.0145347,1.21401,0.0113651,0.715049,0.724017,0.710565,0.141825,0.0338264,0.0156305,0.0293124,0.0165829,0.00801357,0.307442
38-39.sub-CC00403XX07.ses-124400.R60,67.0,54.3001,44.8525,1.21064,15.708,3.45685,509.625,63.75,445.875,4695.0,18.8724,26.0,7.96168,11.25,10.8777,33.0427,14.75,7.99464,13.6131,0.0532335,0.0699678,1.32512,0.033809,1.30505,1.34758,1.28378,0.0366885,0.391788,0.174874,0.305632,0.161156,0.0641245,0.447678,Left,45.0,22.5,200.844,94.8,112.022,0.0127966,0.0168193,1.04545,0.0172896,0.428907,0.440071,0.423326,0.0820245,0.0615054,0.0301323,0.0481058,0.0240359,0.0088873,0.305591,59.0,29.5,136.169,122.763,166.0,0.0176205,0.0231596,0.825678,0.0175646,0.649117,0.667942,0.639704,0.0422308,0.0935732,0.0444245,0.0723286,0.0371847,0.0151839,0.307442
38-39.sub-CC00445XX17.ses-134800.R69,302.0,70.7006,57.4502,1.23064,11.9363,5.92314,1948.12,206.875,1741.25,14358.5,26.805,65.75,10.914,30.5,15.3888,24.3927,35.25,11.4162,11.6155,0.0837722,0.112464,0.690835,0.077834,1.29956,1.39107,1.2538,0.0459597,0.429566,0.20612,0.33554,0.16942,0.0631678,0.447678,Left,122.0,61.0,125.033,102.648,159.082,0.0112498,0.015103,0.918373,0.0109199,1.0275,1.03872,1.02189,0.0664432,0.0867525,0.0356275,0.0698659,0.0395946,0.0179707,0.305591,141.0,70.5,202.305,85.9645,83.9716,0.0107042,0.0143704,0.737646,0.00946087,0.960807,0.970719,0.955851,0.0464196,0.0842107,0.0353933,0.0671643,0.0376451,0.0171502,0.307442
38-39.sub-CC00450XX05.ses-136100.R65,2.0,56.0288,38.9017,1.44026,63.5084,0.882226,34.25,0.0,34.25,721.25,21.7375,1.0,4.64457,0.5,17.1601,1850.2,0.5,4.57746,131.652,0.074253,0.0904873,0.637929,0.0673153,1.2415,1.31867,1.20291,0.0451822,0.472355,0.227018,0.360174,0.179054,0.0654663,0.447678,Left,2.0,1.0,190.0,86.5,122.5,0.0104063,0.0126814,0.659498,0.00927017,0.503476,0.511285,0.499572,0.19511,0.036244,0.0170222,0.0303566,0.0163737,0.00698481,0.305591,2.0,1.0,140.0,127.5,165.0,0.00829044,0.010103,0.859357,0.00433165,1.50808,1.5148,1.50472,0.00859748,0.223405,0.0810463,0.178794,0.108003,0.05438,0.307442
38-39.sub-CC00520XX09.ses-150201.R68,10.0,67.3467,42.7858,1.57404,38.3495,1.75613,163.125,0.0,163.125,2556.25,32.6402,4.25,6.87986,2.5,21.806,597.534,1.75,10.8342,210.72,0.0840899,0.102819,0.807768,0.0790622,1.26586,1.35365,1.22197,0.0467665,0.449373,0.215969,0.35142,0.177295,0.0658913,0.447678,Left,10.0,5.0,137.1,96.8,154.3,0.00927889,0.0113456,1.07051,0.00893527,0.89313,0.901719,0.888835,0.046846,0.0864999,0.0329611,0.0711025,0.0423296,0.0206646,0.305591,7.0,3.5,198.143,85.4286,108.143,0.0100558,0.0122956,0.818676,0.0105117,0.976215,0.985565,0.97154,0.0614119,0.0911239,0.0343085,0.0755957,0.0454986,0.0226111,0.307442
38-39.sub-CC00587XX19.ses-180300.R61,125.0,64.8248,47.7244,1.35832,13.4369,4.8244,1185.0,56.0,1129.0,11676.2,34.4569,36.5,11.8842,19.0,13.5831,30.5067,17.5,20.8738,78.2194,0.0617143,0.0749729,0.995599,0.0501198,1.36777,1.43035,1.33648,0.036766,0.439401,0.200936,0.340542,0.176597,0.0689524,0.447678,Left,76.0,38.0,198.0,80.1711,96.9079,0.0109041,0.0132468,1.00637,0.0135026,0.757955,0.770419,0.751723,0.0776471,0.0692771,0.0294839,0.0567456,0.0320569,0.0147712,0.305591,70.0,35.0,127.3,95.7429,154.714,0.0117923,0.0143257,1.3527,0.00877632,1.27153,1.28239,1.2661,0.0459154,0.13633,0.0521404,0.110334,0.0653091,0.031948,0.307442
38-39.sub-CC00664XX13.ses-195200.R70,8.0,77.7388,57.6477,1.34851,51.1782,1.51898,140.875,23.375,117.5,1888.5,9.07368,3.75,5.09068,1.75,2.48271,11.0653,2.0,6.59097,68.2368,0.115349,0.146279,0.603308,0.155203,1.2706,1.46207,1.17487,0.0565277,0.470994,0.237667,0.366338,0.178803,0.0637348,0.447678,Left,7.0,3.5,143.571,138.857,166.857,0.00831931,0.0105501,1.08017,0.00769565,1.57247,1.58612,1.56565,0.00731164,0.272869,0.104218,0.212213,0.122355,0.0564535,0.305591,8.0,4.0,204.5,88.625,83.125,0.0136469,0.0173062,0.511816,0.0138172,0.853591,0.87148,0.844646,0.023148,0.0958685,0.0412231,0.0758326,0.0417445,0.0184884,0.307442
38-39.sub-CC00667XX16.ses-196800.R69,35.0,60.468,40.4049,1.49655,19.1857,3.15172,471.75,70.25,401.5,6171.75,35.6932,15.5,10.3082,7.5,12.9128,69.8438,8.0,22.7805,203.791,0.0778722,0.0925289,0.858726,0.0875767,1.36364,1.47229,1.30931,0.0424929,0.437008,0.207543,0.339197,0.171767,0.064419,0.447678,Left,30.0,15.0,197.6,92.0667,112.633,0.0105924,0.0125861,0.904838,0.00945927,1.29464,1.30652,1.2887,0.0261872,0.112502,0.0442696,0.0902739,0.0524484,0.0249949,0.305591,32.0,16.0,137.281,105.625,156.031,0.0114993,0.0136637,1.17224,0.0136147,1.1663,1.18175,1.15857,0.0432143,0.103657,0.0424157,0.0826899,0.0469354,0.0216447,0.307442
39-40.sub-CC00069XX12.ses-26300.R70,4.0,62.1671,42.3007,1.46965,59.6688,1.04187,53.0,41.625,11.375,773.75,4.95004,1.5,3.80257,1.0,4.57504,65.7566,0.5,0.375,0.883573,0.124181,0.129339,0.741567,0.15024,1.26781,1.43025,1.18658,0.0530575,0.551138,0.2791,0.428225,0.207993,0.0730728,0.447678,Left,4.0,2.0,196.0,87.0,111.5,0.00982976,0.0102381,1.01283,0.00957235,1.3985,1.41212,1.39169,0.0203427,0.157393,0.0602462,0.124458,0.0723688,0.0339426,0.305591,2.0,1.0,132.0,112.0,161.5,0.0150332,0.0156577,1.25539,0.00928305,1.46629,1.48037,1.45924,0.0212924,0.138864,0.0585324,0.10866,0.059469,0.0253105,0.307442
39-40.sub-CC00069XX12.ses-26300.R72,58.0,65.0888,40.9048,1.59123,19.7098,3.30236,557.5,0.0,557.5,6997.25,38.5676,20.5,10.3621,8.5,17.7465,116.401,12.0,20.8211,113.495,0.107731,0.12149,0.772474,0.127381,1.24948,1.3937,1.17737,0.0556363,0.476448,0.237961,0.371752,0.182756,0.0654083,0.447678,Left,34.0,17.0,196.206,95.1765,114.765,0.0114287,0.0128884,0.90542,0.0120076,1.04019,1.05133,1.03462,0.0692922,0.102117,0.0413736,0.0822774,0.0469589,0.0215215,0.305591,48.0,24.0,136.958,113.604,159.812,0.0121801,0.0137357,1.14937,0.0127709,1.02704,1.03991,1.02061,0.0479521,0.113573,0.0474036,0.0898324,0.0498782,0.0218367,0.307442
39-40.sub-CC00074XX09.ses-28000.R70,58.0,66.4266,43.1933,1.53789,20.0701,3.30973,571.5,0.0,571.5,6866.0,32.3906,20.5,9.94076,9.5,19.4946,125.676,11.0,12.896,47.4974,0.103735,0.121273,0.618203,0.117211,1.18528,1.32215,1.11685,0.0539847,0.473077,0.237472,0.364336,0.177041,0.0623595,0.447678,Left,38.0,19.0,148.868,99.9474,154.658,0.0103184,0.0120629,0.872406,0.0134256,0.895162,0.907164,0.889161,0.0972291,0.0513101,0.0232433,0.0433247,0.0241425,0.0110453,0.305591,44.0,22.0,201.25,80.1818,91.6591,0.0101555,0.0118724,0.670296,0.0131537,0.444829,0.452495,0.440996,0.0868163,0.0443967,0.0207,0.0360646,0.0191667,0.00796811,0.307442
39-40.sub-CC00080XX07.ses-30300.R66,189.0,70.9016,53.2586,1.33127,14.5959,4.85763,1314.0,41.875,1272.12,10882.5,26.3284,44.25,10.0577,18.5,14.5687,36.043,25.75,11.7597,16.872,0.0670824,0.09144,0.98583,0.0491425,1.292,1.34999,1.26301,0.0409022,0.413389,0.191881,0.322968,0.166437,0.0639219,0.447678,Left,74.0,37.0,198.973,76.1757,83.0946,0.0107227,0.0146161,0.938661,0.0118934,0.622636,0.631747,0.61808,0.064528,0.042549,0.0188279,0.035862,0.0199981,0.00885808,0.305591,103.0,51.5,131.728,99.0388,158.466,0.0107166,0.0146079,1.32518,0.00941719,1.12384,1.13434,1.11859,0.0615525,0.0830376,0.0326913,0.0688696,0.0409327,0.0202372,0.307442
39-40.sub-CC00082XX09.ses-30700.R67,3.0,74.7125,44.5221,1.6781,90.0697,0.829497,40.375,0.0,40.375,655.25,10.7868,1.5,3.3655,0.75,6.8088,194.191,0.75,3.97802,66.2863,0.0713247,0.0814864,0.98806,0.0529969,1.28788,1.35301,1.25532,0.0515789,0.392018,0.182441,0.309218,0.160028,0.0618517,0.447678,Left,3.0,1.5,200.667,86.0,105.0,0.0124992,0.01428,0.807364,0.0109451,0.631116,0.640173,0.626588,0.123943,0.0263338,0.012423,0.0247449,0.0142117,0.00667924,0.305591,3.0,1.5,128.333,84.3333,156.0,0.00861631,0.00984389,1.35166,0.00840231,1.03362,1.04291,1.02898,0.112113,0.0772739,0.0284904,0.0649388,0.0397643,0.0203366,0.307442
39-40.sub-CC00102XX03.ses-35200.R71,249.0,60.8075,40.1065,1.51615,12.3369,4.92893,1160.25,221.5,938.75,9639.5,22.9785,56.75,10.2375,24.25,11.2647,16.4389,32.5,11.7138,13.2637,0.0833641,0.109038,0.802814,0.0786888,1.33343,1.43436,1.28295,0.0459938,0.433909,0.205577,0.338192,0.171947,0.0648553,0.447678,Left,97.0,48.5,199.804,88.6186,108.309,0.0105539,0.0138043,0.888197,0.0102874,0.953055,0.964163,0.947501,0.0797468,0.0534018,0.0245616,0.0426215,0.0226976,0.00962588,0.305591,130.0,65.0,144.3,111.308,159.454,0.0104379,0.0136526,1.07517,0.00962849,1.28672,1.29864,1.28075,0.0272948,0.13552,0.0518835,0.10901,0.0641055,0.0308375,0.307442
39-40.sub-CC00114XX07.ses-37100.R72,438.0,64.0491,40.6098,1.57718,10.2813,6.22969,1952.25,217.5,1734.75,13729.5,28.809,106.0,10.9528,56.25,17.0895,16.3112,49.75,11.7195,8.67317,0.109008,0.135985,0.781876,0.142307,1.26515,1.42702,1.18422,0.0540611,0.464428,0.232976,0.362564,0.177818,0.0634567,0.447678,Left,225.0,112.5,194.4,93.8978,109.351,0.0120599,0.0150445,0.988832,0.013066,1.24589,1.25984,1.23891,0.0300455,0.152087,0.0600319,0.120969,0.0696886,0.0325752,0.305591,199.0,99.5,138.337,116.176,160.578,0.0115377,0.0143931,1.21254,0.00993907,1.36922,1.38196,1.36286,0.0215407,0.167416,0.0646585,0.133248,0.0775426,0.0366391,0.307442
39-40.sub-CC00131XX08.ses-44200.R69,189.0,69.3056,45.0813,1.53734,14.8421,4.66953,1186.88,0.0,1186.88,11144.8,33.3861,43.0,10.9617,16.0,14.7833,42.9112,27.0,18.6029,40.2667,0.102183,0.126315,0.797123,0.0923604,1.2144,1.32328,1.15996,0.0524512,0.511669,0.251507,0.39533,0.195086,0.0701524,0.447678,Left,64.0,32.0,198.047,86.2031,109.25,0.011164,0.0138007,1.01835,0.0159895,0.325383,0.333175,0.321487,0.153063,0.0363624,0.0180464,0.0303078,0.0156228,0.00604073,0.305591,108.0,54.0,135.306,112.833,160.491,0.0106729,0.0131935,1.10577,0.0136983,0.477916,0.486607,0.47357,0.140664,0.0318609,0.0158509,0.0281735,0.0151714,0.0064637,0.307442
39-40.sub-CC00157XX09.ses-51900.R70,59.0,75.8627,54.3859,1.39489,21.8747,3.46806,716.625,73.5,643.125,7481.25,24.0202,20.5,9.05126,8.75,10.9021,42.6742,11.75,13.118,46.0098,0.0862845,0.104282,0.720171,0.076213,1.29996,1.39077,1.25456,0.0472329,0.445031,0.211812,0.348372,0.177029,0.0666302,0.447678,Left,35.0,17.5,199.171,76.2,91.2,0.0122709,0.0148304,0.7872,0.010707,0.95976,0.971027,0.954126,0.0578313,0.0799541,0.0357247,0.0626806,0.0335227,0.0141775,0.305591,47.0,23.5,124.723,103.638,159.106,0.0111355,0.0134583,1.03547,0.00827449,1.26744,1.27774,1.26229,0.0302641,0.128423,0.0497411,0.103502,0.0605719,0.0289331,0.307442
39-40.sub-CC00160XX04.ses-52700.R75,44.0,62.3234,32.3005,1.92949,19.6256,3.17562,493.625,36.5,457.125,6309.5,30.5551,13.75,10.1477,6.75,14.385,96.3087,7.0,16.1701,117.349,0.112969,0.131371,0.795464,0.145127,1.21871,1.3836,1.13627,0.0559685,0.471491,0.240966,0.36477,0.175829,0.0614575,0.447678,Left,27.0,13.5,194.037,101.333,124.407,0.0105546,0.0122739,0.894116,0.0100712,0.857787,0.86666,0.85335,0.138178,0.0992135,0.0425693,0.0821622,0.0462838,0.0209662,0.305591,28.0,14.0,132.179,113.25,159.786,0.00987218,0.0114803,1.10062,0.00761694,1.19796,1.20619,1.19384,0.0332634,0.0909243,0.0346145,0.0751309,0.0449215,0.0221749,0.307442
39-40.sub-CC00202XX04.ses-67800.R72,290.0,68.6781,40.2525,1.70618,11.75,5.84493,1842.75,250.25,1592.5,13711.5,29.5314,78.75,10.8727,50.0,15.7969,15.6793,28.75,13.7345,20.6127,0.0948537,0.114085,0.836336,0.090241,1.30758,1.42043,1.25117,0.0491066,0.470849,0.225913,0.366763,0.18494,0.0689105,0.447678,Left,200.0,100.0,149.55,99.005,153.42,0.0113128,0.0136065,1.08437,0.00984542,1.3645,1.37696,1.35827,0.0187307,0.171632,0.0670505,0.135758,0.0784032,0.0367849,0.305591,115.0,57.5,199.217,81.1739,94.8783,0.0116421,0.0140025,0.869446,0.0130319,0.843879,0.855592,0.838022,0.0658149,0.089242,0.0386654,0.0705599,0.0385999,0.0168725,0.307442
39-40.sub-CC00205XX07.ses-70000.R70,42.0,73.7588,44.7648,1.6477,25.1787,2.92941,497.125,122.125,375.0,5478.25,17.0959,13.75,8.07044,9.0,10.9121,41.5646,4.75,6.1838,25.2911,0.0735479,0.0853834,0.781642,0.0632812,1.31168,1.38862,1.2732,0.042389,0.434007,0.203824,0.337669,0.172747,0.0662036,0.447678,Left,36.0,18.0,139.639,88.2778,154.194,0.011536,0.0133924,1.03121,0.00997188,1.19524,1.20728,1.18922,0.0543874,0.0922072,0.0352347,0.0770604,0.0465173,0.0236224,0.305591,19.0,9.5,198.579,70.4737,92.9474,0.00890664,0.0103399,0.503583,0.0105672,0.383983,0.390029,0.38096,0.0574669,0.0271899,0.0129456,0.0233519,0.0129128,0.00602836,0.307442
39-40.sub-CC00207XX09.ses-88700.R72,51.0,64.0876,46.8083,1.36915,18.7787,3.41279,586.25,58.5,527.75,7553.75,32.2549,17.25,10.9933,7.25,13.395,77.7499,10.0,18.8598,111.745,0.0888717,0.114214,0.835411,0.079304,1.31325,1.41036,1.26469,0.0476133,0.450341,0.214131,0.352366,0.178993,0.0671579,0.447678,Left,29.0,14.5,197.931,81.0,102.724,0.0136216,0.0175059,0.932239,0.0142288,0.919886,0.933483,0.913088,0.0755707,0.0749393,0.0335636,0.0602224,0.0325347,0.0138362,0.305591,40.0,20.0,126.35,105.375,159.525,0.0120347,0.0154664,1.04752,0.0109502,1.11702,1.13064,1.11021,0.0333786,0.105583,0.0427275,0.0846383,0.0486315,0.0230652,0.307442
39-40.sub-CC00221XX07.ses-75000.R72,2.0,95.5288,48.3152,1.9772,107.955,0.884895,58.75,30.875,27.875,1214.25,39.3094,1.0,4.57227,0.5,18.6673,2189.49,0.5,20.642,2677.23,0.0984027,0.118782,0.657244,0.119452,1.19739,1.32944,1.13137,0.0550839,0.457213,0.231394,0.352108,0.170463,0.06017,0.447678,Left,2.0,1.0,199.0,81.5,100.5,0.00686024,0.00828098,0.484574,0.00552759,0.669758,0.676462,0.666406,0.0649013,0.0134746,0.00719152,0.0120668,0.00655039,0.00324159,0.305591,2.0,1.0,127.5,101.5,160.0,0.0114729,0.013849,0.790083,0.00809353,0.775958,0.785908,0.770983,0.12763,0.026931,0.0127583,0.0248815,0.0145126,0.0074985,0.307442
