,number of tracts,mean length(mm),span(mm),curl,elongation,diameter(mm),volume(mm^3),trunk volume(mm^3),branch volume(mm^3),total surface area(mm^2),total radius of end regions(mm),total area of end regions(mm^2),irregularity,area of end region 1(mm^2),radius of end region 1(mm),irregularity of end region 1,area of end region 2(mm^2),radius of end region 2(mm),irregularity of end region 2,qa,nqa,jdet,dti_fa,md,ad,rd,gfa,iso,rdi,nrdi02L,nrdi04L,nrdi06L,odf,laterality,r1_voxel counts,r1_volume (mm^3),r1_center x,r1_center y,r1_center z,r1_qa,r1_nqa,r1_jdet,r1_dti_fa,r1_md,r1_ad,r1_rd,r1_gfa,r1_iso,r1_rdi,r1_nrdi02L,r1_nrdi04L,r1_nrdi06L,r1_odf,r2_voxel counts,r2_volume (mm^3),r2_center x,r2_center y,r2_center z,r2_qa,r2_nqa,r2_jdet,r2_dti_fa,r2_md,r2_ad,r2_rd,r2_gfa,r2_iso,r2_rdi,r2_nrdi02L,r2_nrdi04L,r2_nrdi06L,r2_odf
41-42.sub-CC00577XX17.ses-180400.R70,1.0,73.0536,58.0567,1.25832,117.977,0.619221,22.0,22.0,0.0,466.0,0.0,0.5,3.27906,0.25,0.0,0.0,0.25,0.0,0.0,0.110612,0.133678,1.07963,0.112945,1.31625,1.46109,1.24384,0.0530161,0.4883,0.239639,0.379511,0.188789,0.0695444,0,Right,1.0,0.5,71.0,197.0,138.0,0.0225769,0.0272849,1.34254,0.0640035,0.39566,0.411799,0.38759,0.163422,0.0523511,0.0294353,0.044147,0.0209307,0.00682338,0,1.0,0.5,54.0,111.0,62.0,0.0106612,0.0128844,1.04941,0.00559186,1.61575,1.62442,1.61141,0.12712,0.0158543,0.00930531,0.0152545,0.00908244,0.00636184,0
41-42.sub-CC00705XX12.ses-226000.R77,5.0,83.7474,73.3175,1.14226,73.0287,1.14677,86.5,53.25,33.25,1182.5,5.96999,1.5,3.91925,0.75,5.32267,118.672,0.75,0.647319,1.75519,0.144486,0.181104,0.938934,0.186263,1.22882,1.44712,1.11968,0.0618533,0.505679,0.264202,0.391814,0.186385,0.0641056,0,Right,3.0,1.5,102.333,202.333,145.333,0.0125718,0.015758,1.23451,0.0151483,1.03308,1.04636,1.02644,0.0415918,0.11117,0.0468057,0.0884382,0.0491393,0.0216857,0,3.0,1.5,52.3333,97.0,57.0,0.0130564,0.0163655,1.08055,0.00867618,1.57461,1.58798,1.56793,0.0159321,0.181141,0.0676684,0.147249,0.088494,0.0444136,0
41-42.sub-CC00824XX16.ses-38310.R76,1.0,118.55,81.6282,1.45232,194.053,0.610916,34.75,34.75,0.0,715.75,0.0,0.5,3.14578,0.25,0.0,0.0,0.25,0.0,0.0,0.126597,0.18129,0.964177,0.165725,1.19712,1.39264,1.09937,0.0552307,0.515741,0.269051,0.390643,0.183306,0.0621133,0,Right,1.0,0.5,71.0,188.0,147.0,0.00860492,0.0123225,1.00369,0.00809136,0.558887,0.565416,0.555623,0.137012,0.00981065,0.00693733,0.00989302,0.00486958,0.00223337,0,1.0,0.5,60.0,68.0,37.0,0.0119238,0.0170752,1.12026,0.0309056,0.951968,0.981037,0.937434,0.0563568,0.0464131,0.0243103,0.0363472,0.0181996,0.00800665,0
42-43.sub-CC00180XX08.ses-59500.R73,1.0,85.5537,75.8858,1.1274,137.536,0.622046,26.0,26.0,0.0,546.5,0.0,0.5,3.26873,0.25,0.0,0.0,0.25,0.0,0.0,0.118793,0.166845,0.903997,0.187036,1.18624,1.40983,1.07444,0.0514736,0.565782,0.231847,0.334653,0.155917,0.0516051,0,Right,1.0,0.5,91.0,199.0,143.0,0.0148924,0.0209164,1.31589,0.0182682,1.26395,1.28595,1.25296,0.0153284,0.260737,0.092315,0.153776,0.078982,0.030501,0,1.0,0.5,55.0,85.0,50.0,0.0127722,0.0179386,0.868891,0.0136396,1.53899,1.5608,1.52809,0.023432,0.141999,0.0422993,0.0961893,0.0587371,0.0296019,0
42-43.sub-CC00193XX13.ses-64400.R78,1.0,108.56,69.0597,1.57198,175.5,0.618578,32.625,32.625,0.0,669.0,0.0,0.5,3.1711,0.25,0.0,0.0,0.25,0.0,0.0,0.115749,0.157789,0.683101,0.17226,1.23534,1.43303,1.1365,0.0476347,0.567998,0.228091,0.342766,0.164148,0.0564379,0,Right,1.0,0.5,64.0,179.0,143.0,0.0136057,0.0185473,0.884759,0.0165803,1.13043,1.14827,1.12151,0.021746,0.181001,0.0641086,0.109203,0.0567369,0.0221219,0,1.0,0.5,51.0,79.0,49.0,0.0113138,0.015423,0.872326,0.0127633,1.44698,1.46493,1.43801,0.0132289,0.200332,0.064968,0.126627,0.0717592,0.0327429,0
42-43.sub-CC00219XX13.ses-86600.R74,13.0,100.218,70.1526,1.42857,54.6442,1.83401,264.75,0.0,264.75,3997.0,23.4969,5.25,6.92211,2.5,16.8662,357.474,2.75,6.63067,50.2263,0.117861,0.15702,1.07036,0.164028,1.20373,1.39135,1.10992,0.0491404,0.532311,0.215568,0.320556,0.152581,0.0522392,0,Right,10.0,5.0,81.9,180.7,147.7,0.0116033,0.0154585,1.26309,0.0121793,1.2562,1.27102,1.24879,0.0175724,0.207065,0.0692603,0.126935,0.0689142,0.028807,0,11.0,5.5,46.8182,86.0,53.6364,0.0107591,0.0143338,1.15828,0.011967,1.36462,1.38003,1.35692,0.0174405,0.174656,0.0570962,0.109892,0.0617364,0.0276845,0
42-43.sub-CC00272XX09.ses-117900.R75,16.0,85.2975,64.5208,1.32202,42.4489,2.00942,270.5,0.0,270.5,4053.25,20.9658,5.25,7.52743,3.25,11.6555,131.319,2.0,9.31028,136.159,0.123809,0.146611,0.968843,0.179782,1.18567,1.38586,1.08557,0.049907,0.56123,0.230471,0.33663,0.158342,0.0534188,0,Right,13.0,6.5,96.1538,176.923,155.923,0.0112425,0.0133131,1.23014,0.0118975,1.26837,1.28252,1.2613,0.020804,0.195085,0.0628974,0.122855,0.0692622,0.0308426,0,8.0,4.0,58.75,97.25,57.75,0.0113228,0.0134082,0.93048,0.0116308,1.44139,1.4553,1.43443,0.0219398,0.16669,0.0543951,0.105732,0.0599798,0.027596,0
42-43.sub-CC00298XX19.ses-94700.R77,49.0,94.1766,70.9034,1.32824,40.7596,2.31054,394.875,74.375,320.5,3753.5,15.168,10.0,5.49073,7.25,11.4072,56.3859,2.75,3.76076,16.1573,0.116331,0.171719,0.904443,0.179139,1.19521,1.40265,1.09148,0.0482202,0.564673,0.2302,0.335802,0.157691,0.0528982,0,Right,29.0,14.5,76.1379,182.828,148.931,0.0109046,0.0160965,0.955644,0.0213057,0.772606,0.785735,0.766041,0.0447434,0.0985969,0.0345361,0.0613765,0.0327069,0.0132544,0,11.0,5.5,52.0,79.1818,50.1818,0.0111977,0.0165292,0.984758,0.0116629,1.51164,1.52791,1.50351,0.0190859,0.15477,0.0476747,0.101802,0.0603264,0.0291656,0
42-43.sub-CC00343XX14.ses-108500.R71,2.0,93.8049,75.3826,1.24438,105.952,0.885357,57.75,0.0,57.75,1152.0,28.3324,1.0,4.41529,0.5,15.4616,1502.07,0.5,12.8708,1040.85,0.122287,0.162824,1.02179,0.17792,1.21647,1.41678,1.11631,0.0475214,0.579254,0.235751,0.345513,0.163037,0.0554485,0,Right,2.0,1.0,80.0,193.0,138.0,0.0155979,0.0207684,1.19003,0.0138148,1.43528,1.4548,1.42551,0.0120873,0.294142,0.100491,0.178195,0.0953526,0.0395582,0,2.0,1.0,56.5,81.0,42.5,0.0104995,0.0139799,0.743735,0.0106457,1.09257,1.10783,1.08494,0.0176108,0.127413,0.0428008,0.0799584,0.0444994,0.0200748,0
42-43.sub-CC00399XX21.ses-123400.R73,59.0,99.7698,81.5547,1.22335,38.2363,2.60929,533.5,76.625,456.875,4827.25,6.79423,13.5,5.90239,3.25,1.36509,1.80131,10.25,5.42914,9.03417,0.101001,0.140056,0.952589,0.125366,1.22662,1.36934,1.15526,0.0427901,0.548627,0.21698,0.32992,0.1594,0.0557333,0,Right,13.0,6.5,90.8462,206.385,139.231,0.014134,0.0195993,1.10053,0.0204588,0.917834,0.937463,0.908019,0.0740089,0.115081,0.0434426,0.0692477,0.0347598,0.0131992,0,41.0,20.5,50.0,79.439,44.5854,0.0105522,0.0146325,1.16464,0.0111287,1.42928,1.44543,1.42121,0.0134934,0.187737,0.0596523,0.119675,0.0689092,0.032219,0
42-43.sub-CC00416XX12.ses-128900.R74,75.0,87.4641,71.6223,1.22119,32.8957,2.65883,485.625,93.375,392.25,5238.0,25.9755,24.75,7.1696,11.75,17.9664,86.3047,13.0,8.00911,15.5016,0.0671058,0.143089,0.825487,0.139613,1.25176,1.41715,1.16908,0.0426591,0.370087,0.14681,0.222084,0.107004,0.0373708,0,Right,47.0,23.5,80.9362,181.957,148.532,0.00992697,0.0211673,0.978715,0.0248436,1.0274,1.05281,1.0147,0.0352793,0.0959377,0.0359715,0.0567757,0.0282462,0.0104995,0,52.0,26.0,55.5,89.1731,51.25,0.0108483,0.0231317,0.760493,0.0170262,1.57921,1.60619,1.56573,0.025775,0.127309,0.042654,0.0807092,0.0453185,0.020801,0
42-43.sub-CC00455XX10.ses-137700.R71,27.0,90.0663,67.606,1.33222,55.2104,1.63133,188.25,70.5,117.75,2327.75,20.7824,6.75,5.04293,5.0,17.4195,190.656,1.75,3.36292,20.3023,0.117903,0.173753,0.979186,0.189009,1.19543,1.41053,1.08788,0.0504953,0.550721,0.22565,0.329618,0.155124,0.0524738,0,Right,20.0,10.0,84.0,172.4,152.55,0.0106029,0.0156254,1.14856,0.0124167,1.35166,1.36738,1.3438,0.0209412,0.172991,0.0559547,0.109336,0.06183,0.0278702,0,7.0,3.5,57.8571,91.5714,50.8571,0.0121994,0.017978,0.909751,0.0143961,1.5602,1.57897,1.55081,0.0231116,0.12482,0.0401693,0.082478,0.04825,0.0232974,0
42-43.sub-CC00498XX21.ses-144900.R71,40.0,98.1012,76.8691,1.27621,43.5341,2.25343,391.25,151.625,239.625,4222.25,13.9842,11.5,6.07959,3.5,7.73681,53.7286,8.0,6.24743,15.3272,0.0913441,0.133143,0.971748,0.119448,1.26633,1.41102,1.19398,0.0410052,0.505682,0.196742,0.306181,0.150344,0.0539924,0,Right,14.0,7.0,78.2857,182.286,149.429,0.0100604,0.014664,1.13566,0.0129834,0.867433,0.880743,0.860778,0.0484372,0.106298,0.0363532,0.0666808,0.0362477,0.0152168,0,32.0,16.0,53.0312,78.0,41.3125,0.0105051,0.0153122,1.108,0.0123062,1.31239,1.32919,1.30398,0.0140788,0.18257,0.0587587,0.115723,0.0659987,0.0304484,0
42-43.sub-CC00584XX16.ses-178800.R74,24.0,89.0115,76.265,1.16713,39.3964,2.25938,356.875,159.25,197.625,3898.5,22.8955,9.25,6.17037,5.25,10.1291,61.3944,4.0,12.7664,128.005,0.117671,0.179087,0.920875,0.209713,1.14249,1.37433,1.02656,0.0517709,0.523307,0.218911,0.311439,0.143608,0.0468209,0,Right,21.0,10.5,94.8571,197.952,145.714,0.00949748,0.0144544,1.05404,0.0147593,1.156,1.17277,1.14761,0.0233355,0.117071,0.0401556,0.0720952,0.0387804,0.0161141,0,16.0,8.0,60.9375,89.125,45.125,0.0135755,0.0206608,0.723112,0.0189156,1.3297,1.35286,1.31812,0.043478,0.0694886,0.0294223,0.0415988,0.0198976,0.00806362,0
42-43.sub-CC00675XX16.ses-219100.R72,6.0,90.3105,69.2495,1.30413,85.3711,1.05786,79.375,40.5,38.875,1049.0,5.65052,2.75,3.4951,1.5,1.13838,2.71414,1.25,4.51214,51.1688,0.0901946,0.134941,0.990705,0.117714,1.33451,1.48486,1.25933,0.0410887,0.490319,0.189779,0.298946,0.148042,0.0539525,0,Right,6.0,3.0,77.8333,203.333,136.333,0.0114344,0.0171071,1.24636,0.0271046,0.821278,0.849306,0.807263,0.0324931,0.123486,0.047788,0.0707927,0.0337048,0.0116875,0,5.0,2.5,58.4,95.8,52.0,0.0110723,0.0165653,1.04342,0.0153979,1.56872,1.59086,1.55766,0.0345417,0.11044,0.0388392,0.0689577,0.0378839,0.0175645,0
42-43.sub-CC00766XX16.ses-4200.R75,27.0,94.6346,73.6464,1.28499,54.8038,1.72679,221.625,58.5,163.125,2245.25,8.57008,8.0,4.37346,3.75,1.63584,2.24182,4.25,6.93424,35.5434,0.117679,0.184307,0.909096,0.176584,1.24955,1.47003,1.13932,0.0558403,0.459082,0.187431,0.279783,0.13354,0.0459335,0,Right,15.0,7.5,89.0,208.533,137.867,0.0109151,0.017095,1.12659,0.0228783,0.801044,0.819605,0.791763,0.0496915,0.0810301,0.0309657,0.0482417,0.02368,0.00846777,0,17.0,8.5,58.1765,92.6471,51.5882,0.0109517,0.0171524,0.845607,0.0151166,1.49358,1.5144,1.48317,0.0348836,0.108549,0.0375658,0.0686309,0.0380985,0.0176079,0
42-43.sub-CC00818XX18.ses-4020.R74,13.0,83.1289,62.5312,1.3294,45.9969,1.80727,213.25,42.125,171.125,2937.25,10.8832,4.5,6.22323,2.75,10.1607,117.941,1.75,0.722507,0.937122,0.0997763,0.142426,1.04033,0.176555,1.19466,1.39953,1.09222,0.046178,0.486664,0.198214,0.289734,0.136468,0.0462939,0,Right,11.0,5.5,79.9091,189.0,145.818,0.0124856,0.0178225,1.28181,0.0240787,0.95978,0.979677,0.949831,0.0395049,0.117955,0.0432401,0.0712227,0.0363552,0.0139509,0,7.0,3.5,52.2857,101.429,63.4286,0.0114449,0.016337,0.852266,0.0128491,1.54607,1.56486,1.53668,0.0168001,0.160646,0.0496581,0.106023,0.0633097,0.0314752,0
42-43.sub-CC00853XX12.ses-7330.R75,5.0,85.959,65.6466,1.30942,68.1602,1.26113,107.375,34.375,73.0,1757.75,12.7283,2.5,5.16125,1.25,7.75721,151.235,1.25,4.97104,62.1062,0.0901599,0.159461,0.997808,0.167652,1.26938,1.47254,1.16781,0.0478317,0.435295,0.176659,0.261351,0.124181,0.0427356,0,Right,5.0,2.5,76.6,199.2,134.0,0.0117551,0.0207907,1.27339,0.0160279,1.53654,1.56175,1.52393,0.0163017,0.172496,0.057865,0.10666,0.0586838,0.0257666,0,5.0,2.5,58.8,98.6,52.8,0.0139472,0.0246676,0.842402,0.0229908,1.55361,1.58722,1.5368,0.0296584,0.132908,0.0473924,0.0821023,0.0441748,0.0195713,0
43-44.sub-CC00168XX12.ses-55700.R77,3.0,97.7148,72.4692,1.34836,120.608,0.810182,50.375,30.625,19.75,781.25,4.51308,1.25,3.14121,0.5,0.375,0.883573,0.75,4.13808,71.7277,0.130919,0.152881,1.12075,0.175299,1.18623,1.37542,1.09164,0.0584757,0.496256,0.261524,0.383517,0.180903,0.0612932,0,Right,2.0,1.0,79.0,193.5,147.0,0.0107147,0.0125121,1.29041,0.0133845,0.655013,0.66306,0.65099,0.111185,0.0367765,0.0174995,0.0309456,0.0168028,0.00750435,0,3.0,1.5,48.6667,84.0,57.3333,0.0128626,0.0150205,1.39345,0.0102254,1.5433,1.55796,1.53596,0.0163649,0.193332,0.0726625,0.15625,0.093035,0.0456686,0
43-44.sub-CC00176XX12.ses-57600.R74,35.0,88.9325,79.7331,1.11538,52.8206,1.68367,198.0,87.25,110.75,2052.25,8.4313,9.75,4.36277,7.5,6.71003,18.8598,2.25,1.72127,4.13681,0.122378,0.153921,0.970921,0.182379,1.22065,1.43368,1.11414,0.0584201,0.454129,0.237603,0.346783,0.163528,0.0561587,0,Right,30.0,15.0,97.8,186.9,157.233,0.00941252,0.0118386,1.08521,0.010974,1.07021,1.08181,1.06442,0.0956326,0.0604499,0.0251455,0.0493979,0.0281216,0.0130056,0,9.0,4.5,42.6667,79.1111,54.5556,0.0100076,0.012587,1.27844,0.00857895,1.45162,1.46297,1.44594,0.0165626,0.149156,0.0559374,0.1201,0.0714585,0.0350278,0
43-44.sub-CC00176XX12.ses-57600.R76,85.0,82.4904,72.4449,1.13866,40.5681,2.03338,267.875,63.375,204.5,2613.5,15.2382,21.0,4.95964,16.5,7.57038,10.9119,4.5,7.66784,41.0472,0.129905,0.168514,0.967381,0.19368,1.20491,1.43421,1.09025,0.0603001,0.467358,0.245679,0.356685,0.167388,0.056796,0,Right,66.0,33.0,90.6061,176.5,159.121,0.0105071,0.0136299,1.1072,0.0121045,0.926834,0.939698,0.920403,0.0630705,0.0745162,0.0334951,0.0602507,0.0326437,0.0140137,0,18.0,9.0,46.2778,87.5556,58.6667,0.0108782,0.0141113,1.1428,0.0101807,1.48949,1.50409,1.48219,0.017185,0.15645,0.0572736,0.127716,0.0774273,0.0390489,0
43-44.sub-CC00252XX05.ses-84000.R77,1.0,94.0578,80.2083,1.17267,148.528,0.633267,29.625,29.625,0.0,602.5,0.0,0.5,3.21978,0.25,0.0,0.0,0.25,0.0,0.0,0.134837,0.149494,1.01095,0.177688,1.19833,1.40962,1.09269,0.0498082,0.618887,0.320244,0.463693,0.216829,0.0726218,0,Right,1.0,0.5,81.0,179.0,155.0,0.0131801,0.0146127,1.10523,0.0136752,0.7494,0.761116,0.743542,0.13012,0.0446007,0.0208524,0.0381074,0.0210461,0.00956573,0,1.0,0.5,49.0,76.0,36.0,0.0115459,0.0128009,0.691268,0.00993204,0.734044,0.750001,0.726066,0.0124262,0.100997,0.0409286,0.0801717,0.0456493,0.0211462,0
43-44.sub-CC00352XX06.ses-110700.R79,268.0,88.0887,71.838,1.22621,22.8203,3.8601,1030.88,172.5,858.375,6994.25,18.4521,61.75,6.54747,36.25,10.9266,10.3469,25.5,7.52547,6.97713,0.0658341,0.176785,1.05918,0.201713,1.16464,1.39632,1.0488,0.0610221,0.238276,0.126218,0.182704,0.0853721,0.0284938,0,Right,145.0,72.5,86.1793,194.717,144.269,0.00996565,0.0267609,1.23772,0.0315723,1.11747,1.1533,1.09955,0.0300738,0.0992993,0.0472597,0.0724534,0.0353479,0.012754,0,102.0,51.0,53.8922,89.6961,53.3431,0.0109491,0.0294017,1.24376,0.0205681,1.45074,1.47847,1.43687,0.0325044,0.0950767,0.0414325,0.0739449,0.040213,0.0178025,0
43-44.sub-CC00431XX11.ses-131500.R76,7.0,97.4121,80.4968,1.21014,73.8472,1.3191,133.125,28.375,104.75,1882.5,15.8523,3.0,4.66331,1.75,11.093,220.905,1.25,4.75933,56.9287,0.135645,0.175544,1.07298,0.179287,1.17002,1.37332,1.06837,0.0550752,0.531518,0.281631,0.400488,0.185298,0.0618046,0,Right,7.0,3.5,90.8571,185.714,152.143,0.0118285,0.0153079,1.28893,0.010699,1.1666,1.17771,1.16105,0.044768,0.141207,0.0545807,0.113489,0.0664191,0.0317394,0,5.0,2.5,42.2,72.4,49.4,0.0104306,0.0134988,0.742102,0.0190537,0.293534,0.301023,0.28979,0.042878,0.0363162,0.0189569,0.0285937,0.0141854,0.00583351,0
43-44.sub-CC00500XX05.ses-145900.R75,2.0,114.583,74.5744,1.53649,143.038,0.80107,57.75,57.75,0.0,955.5,0.90533,1.0,3.31352,0.5,0.53033,1.76715,0.5,0.375,0.883573,0.125637,0.161737,0.982292,0.183826,1.17413,1.37758,1.07241,0.0583844,0.482009,0.25501,0.368627,0.172086,0.0573656,0,Right,2.0,1.0,87.0,193.5,147.5,0.0129189,0.0166309,1.20166,0.0115512,1.20928,1.22244,1.2027,0.0282968,0.129319,0.0528435,0.102626,0.0579502,0.0262885,0,2.0,1.0,44.5,80.0,61.0,0.0100257,0.0129065,1.06652,0.00939016,1.53009,1.54303,1.52362,0.0134877,0.178816,0.0675522,0.143202,0.0848024,0.0414483,0
43-44.sub-CC00620XX10.ses-210900.R75,1.0,103.591,88.0869,1.17601,167.149,0.619753,31.25,31.25,0.0,650.0,0.0,0.5,3.22272,0.25,0.0,0.0,0.25,0.0,0.0,0.131121,0.171516,1.11557,0.18461,1.17801,1.38872,1.07266,0.0541356,0.521764,0.273306,0.395349,0.184747,0.0618176,0,Right,1.0,0.5,87.0,207.0,139.0,0.0153055,0.0200208,1.24255,0.0210484,0.564855,0.578998,0.557784,0.0674077,0.0787245,0.0400595,0.0592127,0.0280904,0.00960396,0,1.0,0.5,59.0,72.0,29.0,0.017298,0.0226271,1.07199,0.0277315,0.980464,1.00971,0.96584,0.0225857,0.120509,0.0587725,0.0897613,0.0446068,0.0178998,0
43-44.sub-CC00650XX07.ses-218007.R73,3.0,80.8865,70.8877,1.14105,79.3573,1.01927,66.0,0.0,66.0,1256.0,16.9621,1.25,4.84925,0.75,3.70915,57.6284,0.5,13.2529,1103.58,0.0525622,0.133089,1.12902,0.123071,1.28029,1.42983,1.20552,0.0440251,0.259417,0.129608,0.197433,0.0956945,0.0338881,0,Right,3.0,1.5,87.0,205.667,135.667,0.0124008,0.0313992,1.42296,0.0351384,1.23339,1.27704,1.21156,0.023764,0.134638,0.0632695,0.0982432,0.0484795,0.017983,0,2.0,1.0,56.0,89.5,51.0,0.0112241,0.0284196,1.09477,0.0175461,1.43146,1.45591,1.41924,0.0353176,0.0722835,0.0330702,0.0567799,0.0308019,0.0144724,0
43-44.sub-CC00656XX13.ses-217601.R75,5.0,74.6442,59.7826,1.24859,61.3627,1.21644,86.75,0.0,86.75,1505.0,20.9317,1.75,5.27593,1.0,12.3955,482.698,0.75,8.53622,305.225,0.117095,0.166524,0.903521,0.191352,1.19159,1.42497,1.0749,0.0598876,0.459445,0.239882,0.347481,0.162612,0.0546356,0,Right,4.0,2.0,81.5,174.5,153.0,0.0121195,0.0172356,1.07804,0.0178232,1.18589,1.20513,1.17627,0.0839495,0.126298,0.0532744,0.0986743,0.0542328,0.0235687,0,3.0,1.5,53.0,98.0,60.6667,0.0123884,0.0176181,0.988095,0.0132545,1.51427,1.5337,1.50455,0.0146206,0.197699,0.0805197,0.152945,0.0857924,0.0390951,0
44-45.sub-CC00267XX12.ses-87700.R74,7.0,80.055,63.9014,1.25279,70.6956,1.13239,80.625,25.625,55.0,1192.5,11.7188,2.75,4.18721,1.0,0.852439,2.28285,1.75,10.8663,211.972,0.0567696,0.12388,1.07357,0.137493,1.20629,1.35913,1.12987,0.0463355,0.275311,0.140157,0.208577,0.0993374,0.0340478,0,Right,4.0,2.0,75.0,195.25,139.0,0.00902418,0.0196922,1.39397,0.0131791,1.35034,1.3666,1.34222,0.0238471,0.108652,0.045821,0.0834723,0.0454694,0.0195132,0,7.0,3.5,60.5714,98.5714,56.8571,0.0100821,0.0220008,1.12922,0.015554,1.44503,1.46619,1.43446,0.0196432,0.112745,0.0466953,0.0882965,0.0491627,0.0218654,0
44-45.sub-CC00476XX15.ses-141500.R74,4.0,109.706,84.1136,1.30426,127.918,0.857627,63.375,63.375,0.0,941.25,0.606763,1.25,3.18438,1.0,0.606763,1.15661,0.25,0.0,0.0,0.0913885,0.112267,1.0364,0.114267,1.23484,1.36639,1.16907,0.0444434,0.480838,0.243103,0.362552,0.173436,0.0606285,0,Right,4.0,2.0,76.0,196.0,140.5,0.0118647,0.0145752,1.26873,0.0123395,1.17806,1.19085,1.17167,0.0327247,0.0971621,0.0388398,0.0797092,0.0464786,0.0222522,0,1.0,0.5,63.0,70.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
